Document_ID,Topic,Text,Top_Keywords
638,29,北京市 卫健委 雨水 浸湿 部位 及时 清洁 以防 皮炎 生活 饮用水 卫生 提示 关注 饮用水 水质 是否 变化 水质 颜色 嗅味 有无 泥沙 异物 生水 煮沸 饮用 不用 来源不明 污染 水洗 漱口 来源不明 污染 不慎 饮用 发生 不适 症状 时如 腹泻 腹痛 恶心 呕吐 胃肠道 症状 及时 就医 自觉 保护 生活 饮用水 水源 环境 指定 地点 堆放 垃圾 倾倒 生活 污水排放 粪便 个人 居家 卫生 需注意 夏季 环境因素 有利于 肠道 传染病 病原 微生物 繁殖 传播 个人 居家 卫生 非常 必要 外出 归来 洗手 肥皂 洗手液 使用 流动 洗手 食品卫生 防污染 目前 气候 湿度 温度 细菌 霉菌 繁殖 食品 容易 受到 微生物 污染 饭菜 尽量 当日 剩菜 剩饭 冷藏 食前 加热 彻底 家中 进水 及时 厨具 餐具 彻底 清洗 消毒 使用 简便易行 消毒 方法 煮沸 洗净 餐具 完全 浸泡 水中 加热 至沸 保持 分钟 即可 达到 消毒 目的 各类 食品 六不食 污染 食品 食用 霉变 食品 食用 洗净 瓜果 食用 死因 不明 动物 食用 野生 蘑菇 食用 生冷食物 食用 雨浸 皮肤 清洗 暴雨 期间 皮肤 极有 可能 接触 雨水 雨水 浸湿 部位 及时 清水 清洗 干净 引发 皮肤 炎症 北京 新闻广播 川梓,"洪水, 应急, 防御, 工作, 做好"
639,7,万个 沙袋 工人 连夜 封死 运河 豁口 下午 北京市 通州区 世纪 星河 名苑 小区 门口 突然 一群 防汛 工作者 准备 万个 沙袋 上百 机械 多名 工人 确保 今晚 运河 防洪 堤坝 完全 垒成,"台风, 保险, 北京, 部分, 强度"
640,31,本市 防汛 红色 预警 响应 启动 广大 市民 非必要 外出 非必要 要求 员工 上班 北京市 发布 暴雨 红色 预警 信号 防汛 指挥部 启动 全市 防汛 红色 一级 预警 响应 防汛 指挥部 提醒 广大 市民 非必要 外出 单位 落实 响应 措施 做好 相关 应对 准备 气象预报 显示 预计 夜间 夜间 本市 出现 大暴雨 西部 南部 大暴雨 主要 降雨 过程 出现 时至 全市 大暴雨 房山 门头沟 昌平 海淀 石景山 丰台 延庆 大兴 通州 西城 东城 朝阳 部分 地区 有特 大暴雨 防汛 红色 预警 响应 发布 预警 解除 为止 企事业 单位 保障 城市 运行 民生 服务 非必要 要求 员工 上班 广大 市民 非必要 外出 遇有 积水 路段 请勿 涉水 行车 不要 低洼 路段 区域 停放 车辆 地下室 居住 人员 密切 关注 降雨 内涝 风险 及时 避险 遇有 紧急情况 及时 拨打 紧急 救助 电话 本市 关闭 山洪 沟道 广大 市民 远离 河道 提防 流域 洪水 滑坡 泥石流 停止 组织 室内 室外 文化 体育 娱乐活动 做好 相关 人员 安全 疏散 工作 地下 经营性 场所 停业 学校 停止 全部 线下 教学活动 野外 教学活动 培训 机构 停止 全部 线下 培训 活动 妥善安置 安全 转移 相应 滞留 人员 在建 工地 停工 及时 转移 妥善安置 相关 工地 人员 停止 涉山 涉水 户外 旅游 关闭 所有 景区 公园 林场 民宿 民俗 停业 游客 疏导 劝返 做好 威胁 游客 疏散 避险 山区 险村 险户 滞留 游客 城区 危旧房屋 低洼 院落 威胁 人员 服从安排 尽早 转移 重点 危险 区域 主要 抢险 救援 道路 实施 临时 交通管制 措施 必要 采取 地铁 公交 停运 措施 本市 防汛 红色 预警 响应 启动 广大 市民 非必要 外出 非必要 要求 员工 上班,"人员, 停止, 防汛, 及时, 措施"
641,21,天津 发布 海河 流域 洪水 黄色 预警 杜苏芮 残余 环流 继续 北上 影响 预计 天津市 海河 流域 北运河 关闸 流量 继续 上涨 达到 洪水 黄色 预警 标准 立方米 每秒 依据 海河 流域 洪水 预警 发布 管理 办法 天津市 海委 水文局 升级 发布 海河 流域 洪水 黄色 预警 提请 北运河 沿岸 相关 单位 社会公众 密切 关注 雨水 变化 加强 安全 防范 及时 避险 央视 新闻 客户端 天津 发布 海河 流域 洪水 黄色 预警,"洪水, 预警, 海河, 流域, 发布"
642,32,北京市 水文 总站 发布 洪水 橙色 预警 水文 总站 发布 洪水 橙色 预警 预计 日至 我市 大暴雨 大暴雨 北运河 流域 可能 出现 橙色 预警 级别 洪水 城区 河道 永定河 流域 大清河 流域 可能 出现 黄色 预警 级别 洪水 来源 北京市 水文 总站 发布 洪水 橙色 预警,"洪水, 预警, 橙色, 发布, 流域"
643,-1,首车 气象台 发布 暴雨 红色 预警 情况 首车 山区 线路 采取 临时 停驶 措施 具体 线路 如下 主要 涉及 房山区 线路 河北镇 辛庄 陈家 之乡 公交 场站 沙地 大石 公交 场站 太平 之乡 公交 场站 鱼斗泉 房山 汽车站 四马 台北 房山 汽车站 秋林 房山 汽车站 安山 房山 汽车站 南窖 房山 汽车站 青土涧 房山 汽车站 堂上 村北 周口店 公交 场站 泗马沟 大石 公交 场站 榆树 燕山 体育馆 文昌 东路 东口 天开 南观村 煤厂 公交 场站 煤涧 村北 煤厂 公交 场站 杨林 水村 十渡 公交 场站 房山 六合 煤厂 公交 场站 房山 石板房 周口店 公交 场站 葫芦 棚村 煤厂 公交 场站 房山 西苑 煤厂 公交 场站 北直 河西 煤厂 公交 场站 大草岭 四队 张坊 南王 老铺 河北镇 辛庄 口儿 河北镇 辛庄 东港 河北镇 辛庄 家务 房山 汽车站 东村 村东 车营 房山 侯庄 十渡 公交 场站 张坊 公交 场站 富合村 专车 蒲洼 乡政府 富合村 流水 专车 霞云岭 流水 森水村 专车 下森水 十渡 南站 通勤 东湖 东湖 张坊 公交 场站 通勤 石花洞 良乡 关西 石花洞 主要 涉及 怀柔区 线路 河口 栅子 家园 河口 家园 梁根 家园 琉璃 家园 杏树 河口 石洞 河口 缸房 家园 河口 家园 西水峪 家园 九渡 河南 家园 栅子 河口 干沟 河口 南天门 沟门 河口 管家 河口 怀柔 大柳树 家园 台子 家园 怀柔 庄户 家园 田仙峪 家园 河口 上台子 河口 长哨 营乡 大地 河口 栅子 河口 胡营 家园 怀柔 三岔 家园 四海 河口 怀丰 隧道 家园 东峪 河口 小北 沟门 河口 蒲池 河口 家园 河口 大黄 木厂 河口 新地 主要 涉及 延庆 线路 延庆 菜园 公交 场站 石窑 延庆 菜园 沙梁子 延庆 菜园 沙梁子 延庆 菜园 公交 场站 汉家川 河北 延庆 菜园 马家店 延庆 菜园 南天门 延庆 菜园 公交 场站 延庆 王庄 延庆 菜园 公交 场站 大庄 延庆 菜园 公交 场站 沙梁子 延庆 菜园 公交 场站 牛沟 延庆 菜园 长陵 定陵 八达岭长城 延庆 菜园 公交 场站 石峡 延庆 菜园 偏坡 延庆 火车站 北广场 东门 营村 延庆 菜园 公交 场站 上虎 延庆 菜园 九眼 长城 景区 延庆 菜园 沟里 延庆 菜园 海字口 延庆 菜园 公交 场站 花楼 延庆 菜园 公交 场站 山子 延庆 菜园 公交 场站 楼梁村 延庆 火车站 北广场 莲花 主要 涉及 门头沟区 线路 地铁 苹果园 草甸 地铁 苹果园 王平 地铁 苹果园 站房 良村 地铁 苹果园 涧沟 地铁 苹果园 地铁 苹果园 大沟 斋堂 公交 场站 龙门 斋堂 公交 场站 黄安 斋堂 公交 场站 小龙 林场 地铁 苹果园 百花山 斋堂 公交 场站 柏峪村 斋堂 公交 场站 双龙 斋堂 公交 场站 煤窝 斋堂 公交 场站 向阳 地铁 苹果园 泗家水 斋堂 公交 场站 洪水 斋堂 公交 场站 马栏 斋堂 公交 场站 田寺 地铁 苹果园 站岭角 斋堂 公交 场站 灵水 地铁 苹果园 斋堂 公交 场站 斋堂 公交 场站 江水 河村 小园 公交 场站 新区 斋堂 公交 场站 达摩 斋堂 公交 场站 碣石 河滩 樱桃沟 丁家滩 东落坡 河滩 王坡村 斋堂 公交 场站 门头沟 龙门口 斋堂 公交 场站 艾峪村 丁家滩 禅房 丁家滩 马鞍 丁家滩 马套 斋堂 公交 场站 龙王 斋堂 公交 场站 黄安 中门 生态园 赵家 洼村 地铁 上岸 潭柘寺 镇桑峪村 杨坨 环保 科技园 地铁 苹果园 洪水 地铁 苹果园 潭柘寺 地铁 苹果园 安山 地铁 苹果园 延庆 菜园 公交 场站 地铁 苹果园 千军 涉及 跨市 线路 涿鹿 地铁 朱辛庄 沙城 客运站 地铁 回龙观 下花园 地铁 朱辛庄 兴隆县 汽车 客运站 来广营 路口 丰宁 客运站 来广营 路口 后续 将适 情况 综合 研判 恢复 线路 运营 由此 出行 带来 不便 敬请 谅解 北京公交 集团,异常值
644,32,水文 总站 升级 发布 洪水 橙色 黄色 预警 预计 日至 我市 大到 大暴雨 北运河 流域 可能 出现 橙色 预警 级别 洪水 城区 河道 永定河 流域 大清河 流域 可能 出现 黄色 预警 级别 洪水 北京 发布,"洪水, 预警, 橙色, 发布, 流域"
645,24,非必要 外出 气象台 最新 预报 台风 减弱 热带 低压 副热带 高压 外围 暖湿气流 共同 作用 预计 北京市 暴雨 大暴雨 局地 大暴雨 伴有 东风 阵风 北京 全市 大部分 地区 降雨量 毫米 西部 南部 部分 地区 毫米 最大 雨强 毫米 小时 今天 白天 夜间 维持 暴雨 红色 预警 信号 北京 持续 防汛 红色 一级 预警 响应 北京市 防汛 指挥部 提醒 广大 市民 非必要 外出 企事业 单位 保障 城市 运行 民生 服务 非必要 要求 员工 上班 时至 北京 全市 平均 降雨量 毫米 山区 山区 山洪 滑坡 崩塌 泥石流 次生 灾害 风险 广大 市民 远离 河道 提防 流域 洪水 滑坡 泥石流 再次 提示 公众 不要 前往 山区 河道 地质灾害 隐患 区域 请勿 涉水 行车 雷雨 大风 不要 高大 建筑物 广告牌 临时 搭建 大树下 停留 央视,"停运, 厦门, 福州, 北开, 毫米"
646,26,安全 第一,"注意安全, 安全, 话筒, 平安, 晚安"
647,17,现在 加班,"关注, 延庆, 现在, 多久, 顺义"
648,14,发给 老板 谢谢,"预报, 思考, 单身, 话筒, 暴雨"
649,35,北京 加油,"北京, 洪水, 预警, 发布, 蓝色"
650,18,照片 开车 教材 里面 告诉 司机 积水 地方 控制 车速 不要 激起 水花 危险 别人 危险,"出现, 大暴雨, 暴雨, 夜间, 预警"
651,29,洋洋 聊天室 养生 周末 暴雨 天气 一起 度过 遇到 强降雨 保护 安全 采取 以下 措施 避难 选择 合适 避难 地点 选择 高地 水源 地方 避难 地点 避免 山洪 泥石流 水灾 冲击 避免 贴近 水域 避免 贴近 河流 湖泊 海洋 水域 以防 发生 洪水 尽量避免 外出 大雨 尽量 室内 不要 外出 雨水 可能 造成 灾害 威胁 关注 灾害 预警 信息 及时 关注 天气预报 灾害 预警 信息 了解 降雨 情况 及时 采取相应 防护 措施 配备 必需品 避难 准备 必需品 食物 药品 应对 可能 断水 断电 情况 遵守 指示 安全 规定 听从 当地政府 救援 人员 安全 机构 指示 安全 规定 确保 行动 安全 家人 保持联系 家人 保持联系 告知 安全 情况 告知 家人 所在 避难 地点,"洪水, 应急, 防御, 工作, 做好"
652,11,目前 河北省 进入 汛期 河北省 水利厅 决定 时起 洪水 防御 应急 响应 等级 由级 提升 至级 近日 石家庄市 水利部门 降水 预测 水库 进行 科学 调度 降低 水位 库容 据介绍 石家庄市 共有 大中小型 水库 岗南 黄壁庄 水库 正在 预泄腾库 岳文婷 邹尚伯 新华社 音视频 制作 鹿泉 发布,"水库, 石家庄市, 河北省, 洪水, 汛期"
653,25,非必要 外出 防汛 红色 预警 响应 北京 应急 微信 公众 消息 气象台 最新 预报 台风 减弱 热带 低压 副热带 高压 外围 暖湿气流 共同 作用 预计 日本 市有 暴雨 大暴雨 局地 大暴雨 伴有 东风 阵风 全市 大部分 地区 降雨量 毫米 西部 南部 部分 地区 毫米 最大 雨强 毫米 小时 降雨 影响 白天 最高 气温 左右 今天 白天 夜间 维持 暴雨 红色 预警 信号 北京 持续 防汛 红色 一级 预警 响应 北京市 防汛 指挥部 提醒 广大 市民 非必要 外出 企事业 单位 保障 城市 运行 民生 服务 非必要 要求 员工 上班 时至 全市 平均 降雨量 毫米 山区 山区 山洪 滑坡 崩塌 泥石流 次生 灾害 风险 广大 市民 远离 河道 提防 流域 洪水 滑坡 泥石流 再次 提示 公众 不要 前往 山区 河道 地质灾害 隐患 区域 请勿 涉水 行车 雷雨 大风 不要 高大 建筑物 广告牌 临时 搭建 大树下 停留,"毫米, 预警, 红色, 防汛, 山区"
654,21,天津 发布 海河 流域 洪水 黄色 预警 杜苏芮 残余 环流 继续 北上 影响 预计 天津市 海河 流域 北运河 关闸 流量 继续 上涨 达到 洪水 黄色 预警 标准 立方米 每秒 依据 海河 流域 洪水 预警 发布 管理 办法 天津市 海委 水文局 升级 发布 海河 流域 洪水 黄色 预警 提请 北运河 沿岸 相关 单位 社会公众 密切 关注 雨水 变化 加强 安全 防范 及时 避险 央视 新闻 客户端 天津 发布 海河 流域 洪水 黄色 预警,"洪水, 预警, 海河, 流域, 发布"
655,21,天津 发布 海河 流域 洪水 黄色 预警 杜苏芮 残余 环流 继续 北上 影响 预计 天津市 海河 流域 北运河 关闸 流量 继续 上涨 达到 洪水 黄色 预警 标准 立方米 每秒 依据 海河 流域 洪水 预警 发布 管理 办法 天津市 海委 水文局 升级 发布 海河 流域 洪水 黄色 预警 提请 北运河 沿岸 相关 单位 社会公众 密切 关注 雨水 变化 加强 安全 防范 及时 避险 央视 新闻 客户端 天津 发布 海河 流域 洪水 黄色 预警,"洪水, 预警, 海河, 流域, 发布"
656,24,非必要 外出 气象台 最新 预报 台风 减弱 热带 低压 副热带 高压 外围 暖湿气流 共同 作用 预计 日本 市有 暴雨 大暴雨 局地 大暴雨 伴有 东风 阵风 全市 大部分 地区 降雨量 毫米 西部 南部 部分 地区 毫米 最大 雨强 毫米 小时 今天 白天 夜间 维持 暴雨 红色 预警 信号 北京 持续 防汛 红色 一级 预警 响应 企事业 单位 保障 城市 运行 民生 服务 非必要 要求 员工 上班 时至 全市 平均 降雨量 毫米 山区 山区 山洪 滑坡 崩塌 泥石流 次生 灾害 风险 广大 市民 远离 河道 提防 流域 洪水 滑坡 泥石流 再次 提示 公众 不要 前往 山区 河道 地质灾害 隐患 区域 请勿 涉水 行车 雷雨 大风 不要 高大 建筑物 广告牌 临时 搭建 大树下 停留 北京日报,"停运, 厦门, 福州, 北开, 毫米"
657,24,非必要 外出 气象台 最新 预报 台风 减弱 热带 低压 副热带 高压 外围 暖湿气流 共同 作用 预计 日本 市有 暴雨 大暴雨 局地 大暴雨 伴有 东风 阵风 全市 大部分 地区 降雨量 毫米 西部 南部 部分 地区 毫米 最大 雨强 毫米 小时 今天 白天 夜间 维持 暴雨 红色 预警 信号 北京 持续 防汛 红色 一级 预警 响应 企事业 单位 保障 城市 运行 民生 服务 非必要 要求 员工 上班 时至 全市 平均 降雨量 毫米 山区 山区 山洪 滑坡 崩塌 泥石流 次生 灾害 风险 广大 市民 远离 河道 提防 流域 洪水 滑坡 泥石流 再次 提示 公众 不要 前往 山区 河道 地质灾害 隐患 区域 请勿 涉水 行车 雷雨 大风 不要 高大 建筑物 广告牌 临时 搭建 大树下 停留 北京日报,"停运, 厦门, 福州, 北开, 毫米"
658,24,非必要 外出 气象台 最新 预报 台风 减弱 热带 低压 副热带 高压 外围 暖湿气流 共同 作用 预计 日本 市有 暴雨 大暴雨 局地 大暴雨 伴有 东风 阵风 全市 大部分 地区 降雨量 毫米 西部 南部 部分 地区 毫米 最大 雨强 毫米 小时 今天 白天 夜间 维持 暴雨 红色 预警 信号 北京 持续 防汛 红色 一级 预警 响应 企事业 单位 保障 城市 运行 民生 服务 非必要 要求 员工 上班 时至 全市 平均 降雨量 毫米 山区 山区 山洪 滑坡 崩塌 泥石流 次生 灾害 风险 广大 市民 远离 河道 提防 流域 洪水 滑坡 泥石流 再次 提示 公众 不要 前往 山区 河道 地质灾害 隐患 区域 请勿 涉水 行车 雷雨 大风 不要 高大 建筑物 广告牌 临时 搭建 大树下 停留 北京日报,"停运, 厦门, 福州, 北开, 毫米"
659,24,非必要 外出 气象台 最新 预报 台风 减弱 热带 低压 副热带 高压 外围 暖湿气流 共同 作用 预计 日本 市有 暴雨 大暴雨 局地 大暴雨 伴有 东风 阵风 全市 大部分 地区 降雨量 毫米 西部 南部 部分 地区 毫米 最大 雨强 毫米 小时 今天 白天 夜间 维持 暴雨 红色 预警 信号 北京 持续 防汛 红色 一级 预警 响应 企事业 单位 保障 城市 运行 民生 服务 非必要 要求 员工 上班 时至 全市 平均 降雨量 毫米 山区 山区 山洪 滑坡 崩塌 泥石流 次生 灾害 风险 广大 市民 远离 河道 提防 流域 洪水 滑坡 泥石流 再次 提示 公众 不要 前往 山区 河道 地质灾害 隐患 区域 请勿 涉水 行车 雷雨 大风 不要 高大 建筑物 广告牌 临时 搭建 大树下 停留 北京日报,"停运, 厦门, 福州, 北开, 毫米"
660,21,实时 播报 天津 发布 海河 流域 洪水 黄色 预警 杜苏芮 残余 环流 继续 北上 影响 预计 天津市 海河 流域 北运河 关闸 流量 继续 上涨 达到 洪水 黄色 预警 标准 立方米 每秒 依据 海河 流域 洪水 预警 发布 管理 办法 天津市 海委 水文局 升级 发布 海河 流域 洪水 黄色 预警 提请 北运河 沿岸 相关 单位 社会公众 密切 关注 雨水 变化 加强 安全 防范 及时 避险,"洪水, 预警, 海河, 流域, 发布"
661,25,今天 白天 夜间 维持 暴雨 红色 预警 信号 北京 持续 防汛 红色 一级 预警 响应 气象台 最新 预报 台风 减弱 热带 低压 副热带 高压 外围 暖湿气流 共同 作用 预计 日本 市有 暴雨 大暴雨 局地 大暴雨 伴有 东风 阵风 全市 大部分 地区 降雨量 毫米 西部 南部 部分 地区 毫米 最大 雨强 毫米 小时 降雨 影响 白天 最高 气温 左右 今天 白天 夜间 维持 暴雨 红色 预警 信号 北京 持续 防汛 红色 一级 预警 响应 北京市 防汛 指挥部 提醒 广大 市民 非必要 外出 企事业 单位 保障 城市 运行 民生 服务 非必要 要求 员工 上班 时至 全市 平均 降雨量 毫米 山区 山区 山洪 滑坡 崩塌 泥石流 次生 灾害 风险 广大 市民 远离 河道 提防 流域 洪水 滑坡 泥石流 再次 提示 公众 不要 前往 山区 河道 地质灾害 隐患 区域 请勿 涉水 行车 雷雨 大风 不要 高大 建筑物 广告牌 临时 搭建 大树下 停留,"毫米, 预警, 红色, 防汛, 山区"
662,28,防办 启动 防洪 三级 应急 响应 据市 气象部门 预报 我市 日至 持续性 强降雨 过程 主要 降雨 时段 今天 凌晨 白天 累计 降雨量 毫米 部分 地区 毫米 局地 可达 毫米 最大 小时 降雨量 毫米 海河 流域 日至 累计 降雨量 毫米 部分 地区 毫米 局地 可达 毫米 最大 小时 降雨量 毫米 大清河 毫米 子牙河 毫米 海河 干流 毫米 水利部 海委 水文 预报 三河 永定河 大清河 子牙河 洪水 下泄 国家 防总 针对 北京 天津 河北 省市 防汛 应急 响应 升级 至级 天津市 防汛 抗旱 应急 预案 规定 防办 综合 会商 研判 决定 分将市 防洪 应急 响应 升级 为市 防洪 应急 响应,"毫米, 应急, 做好, 防汛, 组织"
663,25,非必要 外出 今天 北京 维持 暴雨 红色 预警 防汛 红色 预警 响应 气象台 最新 预报 台风 减弱 热带 低压 副热带 高压 外围 暖湿气流 共同 作用 预计 日本 市有 暴雨 大暴雨 局地 大暴雨 伴有 东风 阵风 全市 大部分 地区 降雨量 毫米 西部 南部 部分 地区 毫米 最大 雨强 毫米 小时 今天 白天 夜间 维持 暴雨 红色 预警 信号 北京 持续 防汛 红色 一级 预警 响应 北京市 防汛 指挥部 提醒 广大 市民 非必要 外出 企事业 单位 保障 城市 运行 民生 服务 非必要 要求 员工 上班 时至 全市 平均 降雨量 毫米 山区 山区 山洪 滑坡 崩塌 泥石流 次生 灾害 风险 广大 市民 远离 河道 提防 流域 洪水 滑坡 泥石流 再次 提示 公众 不要 前往 山区 河道 地质灾害 隐患 区域 请勿 涉水 行车 雷雨 大风 不要 高大 建筑物 广告牌 临时 搭建 大树下 停留,"毫米, 预警, 红色, 防汛, 山区"
664,35,华为 浏览器 北京 升级 洪水 橙色 黄色 预警 能否 请问 大暴雨 几点 不能 报准些,"北京, 洪水, 预警, 发布, 蓝色"
665,25,今天 白天 夜间 维持 暴雨 红色 预警 信号 北京 持续 防汛 红色 一级 预警 响应 气象台 最新 预报 台风 减弱 热带 低压 副热带 高压 外围 暖湿气流 共同 作用 预计 日本 市有 暴雨 大暴雨 局地 大暴雨 伴有 东风 阵风 全市 大部分 地区 降雨量 毫米 西部 南部 部分 地区 毫米 最大 雨强 毫米 小时 降雨 影响 白天 最高 气温 左右 今天 白天 夜间 维持 暴雨 红色 预警 信号 北京 持续 防汛 红色 一级 预警 响应 北京市 防汛 指挥部 提醒 广大 市民 非必要 外出 企事业 单位 保障 城市 运行 民生 服务 非必要 要求 员工 上班 时至 全市 平均 降雨量 毫米 山区 山区 山洪 滑坡 崩塌 泥石流 次生 灾害 风险 广大 市民 远离 河道 提防 流域 洪水 滑坡 泥石流 再次 提示 公众 不要 前往 山区 河道 地质灾害 隐患 区域 请勿 涉水 行车 雷雨 大风 不要 高大 建筑物 广告牌 临时 搭建 大树下 停留,"毫米, 预警, 红色, 防汛, 山区"
666,32,水文 总站 升级 发布 洪水 橙色 黄色 预警 预计 日至 我市 大到 大暴雨 北运河 流域 可能 出现 橙色 预警 级别 洪水 城区 河道 永定河 流域 大清河 流域 可能 出现 黄色 预警 级别 洪水 水润 京华,"洪水, 预警, 橙色, 发布, 流域"
667,11,降水 位腾 库容 河北 石家庄 调控 水库 应对 汛期 目前 河北省 进入 汛期 河北省 水利厅 决定 时起 洪水 防御 应急 响应 等级 由级 提升 至级 近日 石家庄市 水利部门 降水 预测 水库 进行 科学 调度 降低 水位 库容 据介绍 石家庄市 共有 大中小型 水库 岗南 黄壁庄 水库 正在 预泄腾库 来源 新华社 网信 平山,"水库, 石家庄市, 河北省, 洪水, 汛期"
668,35,北京 发布 地质灾害 气象 风险 橙色 预警,"北京, 洪水, 预警, 发布, 蓝色"
669,18,老人 洪水 冲倒 无法 起身 伸手 求助 公交 司机 毫不犹豫 下车 众人 齐力 救人 山东 济南 老人 洪水 冲倒 无法 起身 伸手 求助 公交 司机 毫不犹豫 下车 众人 齐力 救人 青豆,"出现, 大暴雨, 暴雨, 夜间, 预警"
670,29,提醒 市民 远离 河道 山洪 沟道 昨天 水务局 升级 发布 防洪 排涝 应急 响应 应对 强降雨 全市 河湖 区域 内在 日前 实现 全面 停航 船只 全部 靠岸 停泊 全面 封控 下河 道路 应对 此次 强降雨 水务 系统 全体 干部职工 停止 休假 加强 应急 值守 组分 班次 调配 充实 监测 预报 预警 工程 调度 巡查 抢险 人员 力量 水务局 启动 预报 预警 专班 落实 水库 三个 责任人 堤防 巡查 防守 积水 内涝 抢险 山洪 灾害 防御 重点部位 责任 提前 预置 抢险 队伍 机械装备 物资 物料 水务局 派出 技术 指导组 房山 门头沟 密云 怀柔 通州 等区 增援 各区 防御 应对 工作 派出 检查组 重点 检查 水利工程 运行 情况 水务局 做好 洪水 调度 准备 日前 实现 全市 河湖 区域 全面 停航 船只 全部 靠岸 停泊 全面 封控 下河 道路 涉河 工程 全部 停工 人员 设备 提前 撤离 做好 宋庄 大兴 机场 西蓄 重点 滞洪区 启用 准备 提前 实施 水库 预泄 河道 管网 腾容 调度 水务局 强化 山洪 防御 安排 专人 盯守 中小 河道 山洪 沟道 界沟 道易 积滞 水点 监测 感知 数据 发现 险情 及时 启动 机制 指导 山区 提前 开展 群众 避险 转移 工作 做好 山洪 沟道 封闭 管控 加强 积水 内涝 防御 积水 内涝 风险 点位 提前 布防 水情 预报 水务局 指导 属地 提前 摸排 掌握 滞洪区 永定河 北运河 堤内 险村 密云 官厅 怀柔水库 库区 尾段 危险 区域 人员 转移 情况 做好 转移 准备 了解 城市 河湖 水系 已于 提前 水位 降至 汛期 运行 水位 以下 三家店 调节 玉渊潭 大红门 降低 水位 运行 大北窑 橡胶坝 坍坝 运行 合计 腾退 库容 万立方米 昨天 水务局 气象局 联合 发布 山洪 灾害 风险 提示 积水 内涝 风险 提示 预计 时至 本市 房山区 门头沟区 昌平区 延庆 怀柔区 密云 平谷区 海淀区 石景山区 丰台区 可能 发生 山洪 灾害 房山区 大部 门头沟区 大部 石景山区 西部 昌平区 西部 延庆 南部 发生 可能性 很大 西城 东城 昌平 朝阳 丰台 海淀 石景山 通州 八区 明显 积水 风险 丰台 海淀 石景山区 局部 积水 风险 西城 朝阳 昌平区 局地 存在 中等 风险 注意 防范 水务局 提醒 市民 远离 河道 山洪 沟道 积水 路段 风险 区域 减少 出行 不要 涉水 山区 游玩 如遇 积水 车辆 绕行 听从 交通部门 指挥 不要 强行通过 随时 关注 应急 气象 水务 部门 发布 预警 提示信息 确保 安全 电子报,"洪水, 应急, 防御, 工作, 做好"
671,24,做好 第五号 台风 杜苏芮 防范 应对 工作 通知 各街道 办事处 防汛 指挥部 成员 单位 中国气象局 预报 台风 杜苏芮 早晨 上午 福建 福清 广东 惠来 一带 沿海 登陆 北上 影响 我市 据市 气象部门 预报 台风 杜苏芮 影响 预计 日至 我市 持续性 降雨 过程 强降雨 主要 集中 后半夜 傍晚 过程 累计 降雨量 毫米 局部 毫米 以上 中心 城区 毫米 最大 小时 降雨量 毫米 白天 阴有 雷阵雨 毫米 夜间 大雨 毫米 暴雨 毫米 大到暴雨 毫米 白天 小雨 毫米 夜间 阴有 分散性 阵雨 多云 预计 夜间 风力 逐渐 加大 白天 白天 我市 陆地 东北风 阵风 入汛 以来 我市 海河 流域 经历 多轮 强降雨 过程 局地 短时 强降雨 极端 天气 多点 并发 趋势 明显 本次 台风 引发 强降雨 前期 降雨 区域 高度 重叠 时间 间隔 极易 发生 中小 河流 洪水 山洪 地质灾害 城乡 内涝 风险 防汛 形势 复杂 严峻 单位 深入 市委 市政府 防指 部署 要求 坚决 克服 麻痹思想 经验主义 高度 戒备 严密 防范 全力 抓好 各项 防范 应对 措施 落实 确保安全 度汛 加强 组织 领导 各街道 部门 务必 高度重视 精心组织 提前 部署 降雨 大风 应对 工作 压实 责任 确保 应急 抢险 应急 排水 人员 转移 措施 落实 落细 加强 信息 发布 各街道 部门 充分利用 突发事件 预警 发布 系统 两微 一端 户外 显示屏 方式 平台 多渠道 公众 发布 预警 预报 安全 提示 信息 务必 确保 到户 加强 值班 值守 各街道 部门 落实 小时 值班 领导 带班 制度 值班 电话 应急 指挥 对讲机 保障 畅通 确保 机制 落到实处 各级 防汛 责任人 坚持 雨情 命令 提前 上岗 到位 突发 情况 下沉 一线 靠前 指挥 科学 处置 加强 巡查 排险 各街道 部门 严格 落实 属地 行业 监管 责任 加大 学校 体育场馆 排涝 设施 工贸 企业 校舍 医院 地下商场 停车场 地下室 景区 景点 户外 广告牌 建设 工地 危陋 房屋 地道 涵洞 人口 密集 低洼地 电力设施 燃气 设施 高空作业 重点部位 薄弱环节 隐患 排查 发现 问题 立即 排险 及时 消除隐患 严防 次生 灾害 发生 强化 应急 准备 处置 能力 各街道 部门 应急 队伍 物资 排水 设备 提前 一线 布防 严格 落实 各项 防范措施 突发 情况 自行 启动 应急 机制 果断 采取 关停 限避 措施 确保 人民 生活 城市 运行 安全 加强 信息 报送 各街道 部门 及时 掌握 降雨 大风 应对 工作 情况 快速 准确 报送 险情 灾情 应急 处置 信息 为区 防汛 指挥部 科学决策 提供 支撑 河北区 防汛 指挥部 办公室,"停运, 厦门, 福州, 北开, 毫米"
